"Id","SalePrice"
1461,111764.794173919
1462,177078.447528081
1463,170668.343761927
1464,180711.6379694
1465,249441.592092266
1466,167179.256794534
1467,190356.429839857
1468,163936.872393854
1469,222871.623632769
1470,123900.209787968
1471,175384.926723596
1472,108755.916320449
1473,96058.7822910416
1474,128140.94434109
1475,142441.607942639
1476,343076.878792502
1477,266558.375956273
1478,372471.616620612
1479,298784.711683565
1480,454416.57989382
1481,286811.297461162
1482,253864.585891102
1483,194329.551053805
1484,175416.190434865
1485,188551.189559816
1486,191867.27366369
1487,349851.237314896
1488,247619.944736378
1489,200191.067342935
1490,240872.021594648
1491,195560.828183748
1492,112176.893152526
1493,193228.901638736
1494,313535.140588112
1495,309654.610066129
1496,266779.288595193
1497,182555.963838129
1498,185279.508912291
1499,179813.861568419
1500,161927.687081685
1501,203060.068525239
1502,162317.88331416
1503,297105.187261095
1504,230182.231519352
1505,219090.710502153
1506,186017.883971542
1507,197123.508444938
1508,197462.328517207
1509,147974.914851064
1510,144154.433792441
1511,156817.169284857
1512,163347.793064492
1513,128342.6487666
1514,179742.092568806
1515,144156.248611618
1516,150051.6646866
1517,178619.294255227
1518,136086.627706833
1519,226438.963339226
1520,146144.956564232
1521,147266.106160527
1522,170069.262525619
1523,101765.498591199
1524,122241.340927178
1525,132971.49182575
1526,134637.500941424
1527,92446.51516111
1528,133643.031687699
1529,139375.285894637
1530,192297.341369074
1531,122552.757910344
1532,118957.756586539
1533,157321.060245622
1534,135948.289781002
1535,131133.855359281
1536,108146.440800048
1537,61781.4169040681
1538,186733.191775722
1539,192691.150594776
1540,116485.160380828
1541,124699.073649736
1542,131462.89668735
1543,182694.129464115
1544,88556.7169805591
1545,126532.472404061
1546,120907.577556372
1547,124950.556227591
1548,126782.785549705
1549,101560.351197103
1550,117639.208004905
1551,142080.715647651
1552,96270.1867298705
1553,136218.783057611
1554,115167.503416531
1555,167579.383365732
1556,124849.678374045
1557,156694.608057719
1558,153175.493890474
1559,88234.0121709212
1560,129089.868979896
1561,134663.058263411
1562,133167.086133805
1563,130103.167154492
1564,157628.254711923
1565,123554.643790972
1566,247679.15129983
1567,93466.9561781792
1568,226655.538618974
1569,118314.893559438
1570,127950.238770761
1571,96454.1439112971
1572,139963.219701921
1573,244480.684906072
1574,142878.234812615
1575,247324.067186127
1576,192031.308238387
1577,189541.245672613
1578,146383.22627803
1579,160582.614590165
1580,187649.69920009
1581,134032.786436242
1582,136593.014256084
1583,285698.828165024
1584,184667.470296804
1585,154032.748355952
1586,87642.3679304604
1587,98891.3484733828
1588,163050.596274257
1589,97795.1021469836
1590,144002.789455503
1591,98673.1630462195
1592,140011.829425541
1593,150700.370094381
1594,110722.499910292
1595,138942.833691237
1596,241134.971070533
1597,190817.312626389
1598,206624.471134468
1599,237779.083253743
1600,221988.392645714
1601,60855.4429759904
1602,126626.095332026
1603,30327.8898086072
1604,326044.739556599
1605,208906.323620009
1606,148227.286390286
1607,160326.991654815
1608,200176.657969752
1609,189438.964242836
1610,124929.766422373
1611,116085.149995418
1612,168928.904784803
1613,135419.250885939
1614,138659.375768023
1615,78461.4548453056
1616,78353.6618776801
1617,80360.2162540391
1618,113299.579818146
1619,125382.62559951
1620,126124.123113171
1621,118007.321031559
1622,131050.35476025
1623,262738.391993777
1624,170264.971589653
1625,144320.233151781
1626,181830.380417309
1627,188754.236835114
1628,262860.503190678
1629,180182.763638678
1630,352112.355585947
1631,262403.739429863
1632,272589.87847691
1633,179664.883495419
1634,172373.942037025
1635,170722.709680358
1636,172402.205359513
1637,168163.265902664
1638,177092.74380376
1639,181294.755038902
1640,200453.004997449
1641,185859.065536034
1642,205748.12546335
1643,215775.262907659
1644,230610.03174348
1645,210401.154130395
1646,177827.4246247
1647,198617.174242186
1648,127206.80543101
1649,138100.687076267
1650,116585.806694977
1651,95364.2785844243
1652,112699.369437852
1653,108308.806995488
1654,121449.511544051
1655,162385.586829279
1656,138618.640673716
1657,136018.931875743
1658,136575.191739436
1659,167142.259773237
1660,144227.279737555
1661,407163.647280212
1662,346154.542750559
1663,386821.565293682
1664,535094.375197329
1665,348620.418432158
1666,323031.505211413
1667,323502.311498102
1668,372866.009768628
1669,357247.07356209
