"Id","SalePrice"
1461,129568.472710313
1462,160400.404466658
1463,190057.603557601
1464,193966.443320113
1465,194624.584780162
1466,174516.360734879
1467,173090.888610799
1468,167045.015454369
1469,179203.448010074
1470,121827.938928279
1471,192049.86761741
1472,96732.6104740817
1473,101316.481646588
1474,146693.098824695
1475,126601.663942925
1476,369920.788625289
1477,269726.360803022
1478,302899.486779004
1479,306004.256012329
1480,432832.367194122
1481,318566.381282992
1482,216143.947580448
1483,193828.443652062
1484,165923.813876111
1485,170153.609498665
1486,196240.771442363
1487,331592.918213802
1488,260563.562813425
1489,202107.921189983
1490,225664.24861728
1491,196204.735352301
1492,84580.1147726086
1493,176888.229729777
1494,289627.523474784
1495,287585.3866924
1496,220690.096924021
1497,185602.838262646
1498,155238.273444182
1499,155205.550803235
1500,152244.21131335
1501,170462.89907507
1502,148066.981587562
1503,276159.866563766
1504,230591.759000864
1505,220854.985405009
1506,194630.078549122
1507,252574.069407321
1508,210031.015544589
1509,163601.479717673
1510,144828.645352989
1511,145082.108532667
1512,172909.426567161
1513,143252.68346878
1514,176748.633664575
1515,216578.370269565
1516,154876.399127461
1517,162086.170717328
1518,142943.1207454
1519,214026.857825671
1520,131855.156499539
1521,139624.329193352
1522,163599.778704381
1523,118371.857990574
1524,128690.925291164
1525,126170.716190559
1526,119208.099252281
1527,107250.522057901
1528,135260.9544384
1529,142800.323792355
1530,172376.911611904
1531,107280.025408529
1532,94983.0169875503
1533,151276.478715587
1534,128473.908636709
1535,166421.448142495
1536,112684.55439736
1537,91676.7577206707
1538,150312.842452626
1539,192053.913653896
1540,105515.103636801
1541,149905.814584206
1542,153214.696862092
1543,191897.532963674
1544,92859.0114433352
1545,119415.921228726
1546,127916.305375961
1547,134016.536770717
1548,139517.177572875
1549,124551.116287706
1550,128396.878756819
1551,107213.096978515
1552,129367.283385373
1553,140293.452163403
1554,116399.483036367
1555,173222.461220916
1556,93890.0307748169
1557,101667.754117898
1558,95955.0300961249
1559,105948.604800219
1560,133447.829494284
1561,148654.414102812
1562,132402.969186939
1563,115309.57594947
1564,157319.997672429
1565,147755.834740949
1566,233822.119833405
1567,74878.0177664014
1568,222050.21094501
1569,154030.745822532
1570,130883.624654265
1571,115018.707184936
1572,146914.803519249
1573,235613.872109629
1574,124057.356771079
1575,202458.063026374
1576,232462.518986132
1577,183128.036275926
1578,132195.983935527
1579,152803.1633645
1580,191606.267953888
1581,152897.718552168
1582,122546.631942926
1583,306262.633783609
1584,225679.831766197
1585,140907.724499567
1586,81243.4645481836
1587,99277.4661437704
1588,145261.962039091
1589,99582.4163094238
1590,139902.865016831
1591,97202.8885130027
1592,123221.421265687
1593,112737.218548705
1594,161006.571430121
1595,122713.521353308
1596,226415.323436252
1597,197892.45318475
1598,215931.897885185
1599,172501.35337032
1600,172026.334017082
1601,88709.1162457733
1602,107870.217856209
1603,88450.799236155
1604,256597.818075934
1605,244686.496838907
1606,173287.478733838
1607,216571.69185756
1608,214988.727644058
1609,187043.869636169
1610,162455.558074918
1611,142617.339551285
1612,190761.190509317
1613,178792.982718324
1614,118313.610425305
1615,92895.0063037563
1616,77837.9752750172
1617,97054.7065006699
1618,127725.265362863
1619,140718.141020165
1620,203610.221186456
1621,151341.926479415
1622,135690.596316491
1623,242013.375728141
1624,213691.939503632
1625,124474.641810695
1626,169848.789204226
1627,188054.878296444
1628,269188.659307065
1629,166516.762022544
1630,333735.111369332
1631,216642.215948701
1632,245399.472339029
1633,157772.964854719
1634,183933.429259298
1635,170190.569168877
1636,155261.527099875
1637,199721.759568506
1638,202468.129734682
1639,187406.031213106
1640,255944.576525378
1641,183517.727500846
1642,235870.268229462
1643,231620.163510032
1644,230035.57496919
1645,190119.261654819
1646,153695.028536156
1647,155349.728672844
1648,135181.390509577
1649,139530.565926144
1650,117383.614627091
1651,134110.106992989
1652,100562.553666488
1653,105816.858616773
1654,139105.382933405
1655,141075.874361328
1656,139415.411991108
1657,140771.554769222
1658,142069.780238688
1659,127753.370104989
1660,157250.924229135
1661,424268.832269937
1662,370933.568504246
1663,364030.573255586
1664,414610.009135955
1665,317855.454624949
1666,313916.368247963
1667,361953.028637484
1668,330342.736306068
1669,289630.096579148
1670,338511.289010382
1671,265103.387776064
1672,410656.182912962
1673,310776.361413802
1674,269379.846277405
1675,203750.180774919
1676,201358.150853485
1677,216837.364517095
1678,403937.04234969
1679,361337.222662762
1680,324661.70736891
1681,261648.653104176
1682,294120.817586336
1683,198640.422470639
1684,180824.413000061
1685,174919.264039443
1686,173160.363617975
1687,163885.218413694
1688,191236.180945028
1689,190983.257280884
1690,185030.582343844
1691,171751.061050146
1692,249514.287572357
1693,163411.152298127
1694,173409.702587174
1695,158083.225458093
1696,273638.475145684
1697,165263.123797833
1698,343927.268282158
1699,306000.000541213
1700,242503.843406332
1701,265278.983948787
1702,272761.160587001
1703,261921.205575597
1704,282874.58241145
1705,224596.867640056
