"Id","SalePrice"
1461,132274.390766667
1462,160508.508566667
1463,175405.0094
1464,188850.413966667
1465,196139.631866667
1466,187725.974866667
1467,178168.236433333
1468,177484.0462
1469,178560.947033333
1470,126625.714433333
1471,188921.194366667
1472,94244.2676984127
1473,100077.6312
1474,149835.148366667
1475,147269.7528
1476,402293.228033333
1477,286790.4546
1478,325472.8072
1479,313345.9441
1480,467360.823733333
1481,310816.566066667
1482,213924.454633333
1483,185218.1987
1484,176888.948438095
1485,175950.244166667
1486,206016.131777778
1487,325570.256185714
1488,244291.512833333
1489,212982.3299
1490,205799.458766667
1491,195871.945866667
1492,111115.268133333
1493,175625.697733333
1494,297283.627
1495,293861.049166667
1496,215077.317795238
1497,181425.419049495
1498,152001.360261905
1499,151337.764028571
1500,161355.814785714
1501,173707.933042857
1502,160999.493803463
1503,288335.7909
1504,236124.937966667
1505,216739.822946032
1506,193583.426333333
1507,235795.0782
1508,180230.493366667
1509,163582.6028
1510,152781.900633333
1511,152911.417033333
1512,168998.291666667
1513,156364.043466667
1514,144661.593033333
1515,169962.0172
1516,148148.844466667
1517,153216.089166667
1518,141915.516633333
1519,207393.682733333
1520,139224.85
1521,145961.802266667
1522,157549.958666667
1523,118818.774166667
1524,132024.273166667
1525,128538.130833333
1526,128384.9201
1527,111266.1876
1528,131161.606233333
1529,144516.530533333
1530,163448.519166667
1531,117753.716533333
1532,99250.7301333333
1533,147074.9885
1534,117566.750033333
1535,134423.722566667
1536,123383.0509
1537,97715.9517
1538,168406.271633333
1539,218995.373666667
1540,124489.1705
1541,142895.622066667
1542,137283.009366667
1543,178738.322233333
1544,91543.9711
1545,106995.4464
1546,126634.9637
1547,129847.705
1548,133245.612766667
1549,122068.5076
1550,136930.1329
1551,113683.721566667
1552,127366.7969
1553,147554.516766667
1554,119210.0042
1555,175788.696066667
1556,139430.9353
1557,131874.596666667
1558,104298.1285
1559,122374.815266667
1560,144484.748466667
1561,133494.742866667
1562,127138.338342857
1563,119970.6971
1564,153343.429566667
1565,154524.998
1566,234362.456266667
1567,93310.2768333334
1568,210969.2715
1569,133528.0527
1570,140028.350366667
1571,126072.657966667
1572,147371.5661
1573,213936.3408
1574,135328.889933333
1575,199656.372666667
1576,211496.607533333
1577,201849.450933333
1578,153185.916233333
1579,147452.5613
1580,190420.752933333
1581,155214.151966667
1582,126032.363633333
1583,305146.5156
1584,243721.839666667
1585,139985.564466866
1586,82877.4214333333
1587,108592.216633333
1588,145713.533166667
1589,105270.6936
1590,136552.827233333
1591,112865.1596
1592,128229.473533333
1593,121049.0006
1594,131673.164733333
