"Id","SalePrice"
1461,127501.200533333
1462,153112.233333333
1463,182026.350766667
1464,185485.501033333
1465,193964.767866667
1466,184190.715933333
1467,172686.246133333
1468,175300.266066667
1469,178033.949266667
1470,129060.605333333
1471,190595.13
1472,100213.8298
1473,99393.9582333334
1474,151673.744066667
1475,136583.985766667
1476,376411.6616
1477,262664.631266667
1478,306798.4791
1479,277191.021866667
1480,463327.0639
1481,310312.633433333
1482,210577.276033333
1483,180713.406733333
1484,173988.631233333
1485,174176.215266667
1486,199760.636933333
1487,321093.377366666
1488,238334.950933333
1489,207090.089333333
1490,214353.256133333
1491,192628.931633333
1492,107803.015966667
1493,173895.233566667
1494,304330.7327
1495,293133.359966667
1496,227898.434866667
1497,185105.6121
1498,155237.043
1499,154611.746266667
1500,163524.2687
1501,174041.668433333
1502,160864.727
1503,275068.2253
1504,232337.5287
1505,220011.693233333
1506,190731.0523
1507,240335.3128
1508,190054.639766667
1509,168431.7294
1510,151710.527966667
1511,150041.294366667
1512,168218.819133333
1513,151394.143166667
1514,149404.7817
1515,187117.5324
1516,151593.452533333
1517,151517.6882
1518,136931.810166667
1519,210813.7448
1520,138503.5933
1521,142949.642233333
1522,162651.555
1523,121775.0788
1524,127220.928266667
1525,127420.582266667
1526,127570.608933333
1527,110853.228966667
1528,129890.764766667
1529,143952.4286
1530,164460.592433333
1531,135319.9034
1532,106252.184566667
1533,142582.992233333
1534,116863.2361
1535,149827.784866667
1536,119725.191433333
1537,96557.3457333333
1538,164039.4981
1539,214195.5321
1540,128298.6568
1541,143986.944566667
1542,144707.595066667
1543,185930.648733333
1544,90994.1599666667
1545,107309.513533333
1546,124912.9507
1547,137819.359266667
1548,135833.805933333
1549,118111.678066667
1550,146518.8279
1551,117536.083466667
1552,143564.085433333
1553,144416.803733333
1554,117822.514366667
1555,183221.405766667
1556,126072.599466667
1557,131354.212166667
1558,103706.496333333
1559,132682.601666667
1560,152933.8985
1561,145935.122266667
1562,128017.0073
1563,127295.545233333
1564,157310.1406
1565,157210.9709
1566,223849.337933333
1567,94430.6274
1568,223163.7491
1569,146410.4979
1570,135520.839733333
1571,131878.289466667
1572,142777.980966667
1573,223963.023266667
1574,126771.0347
1575,210815.3315
1576,214261.3719
1577,200062.1691
1578,150928.457333333
1579,143032.0375
1580,189548.604866667
1581,145950.937266667
1582,130725.2113
1583,307284.4347
1584,236981.4239
1585,141901.8826
1586,83656.8249
1587,105733.383633333
1588,146007.787666667
1589,104600.057466667
1590,133456.085833333
1591,106936.909933333
1592,131374.683066667
1593,121335.9635
1594,146170.3541
1595,135366.2158
1596,230619.3913
1597,181245.9644
1598,192599.107933333
1599,187347.053133333
1600,183705.7351
1601,82548.4866666667
1602,110082.784966667
1603,92767.5035
1604,280318.491866667
1605,244893.709833333
1606,168003.7381
1607,162554.800266667
1608,217153.059866667
1609,195966.955933333
1610,172876.8332
1611,151866.4044
1612,172231.990233333
1613,164522.867233333
1614,126735.201233333
1615,91040.4536666667
1616,86096.6560333333
1617,90109.5056666667
1618,127737.861533333
1619,132515.7102
1620,165238.1304
1621,143553.3113
1622,146686.8024
1623,252667.078633333
1624,204848.7005
1625,125395.953466667
1626,168282.439066667
1627,186499.6907
1628,267812.9496
1629,177482.983766667
1630,333716.231133333
1631,217838.855033333
1632,245763.7797
1633,172342.7299
1634,186463.030066667
1635,180240.681566667
1636,167644.789233333
1637,192936.6921
1638,203767.111466667
1639,185531.436833333
1640,240149.108033333
1641,188104.989333333
1642,226968.2651
1643,226267.4279
