"Id","SalePrice"
1461,125133.120367397
1462,165010.965174155
1463,194384.601139069
1464,198294.646467965
1465,208251.895096322
1466,170168.061421194
1467,170991.359580265
1468,160132.370283942
1469,202740.53844838
1470,124901.491983018
1471,164096.419930103
1472,93473.6985376407
1473,96353.1359804386
1474,149090.303002982
1475,115845.675514324
1476,379985.176235776
1477,264761.885254529
1478,324891.154582112
1479,289544.701586312
1480,470364.643370845
1481,298731.753916691
1482,211140.259155481
1483,175820.452727357
1484,164190.119672924
1485,177932.321324844
1486,187680.280141492
1487,345717.70262007
1488,237086.171046226
1489,207430.776526482
1490,254076.156428665
1491,198254.178647679
1492,107078.154648944
1493,168324.549284794
1494,309386.784049143
1495,295234.816550437
1496,237526.173417045
1497,186868.350231423
1498,179455.747253945
1499,160213.630416256
1500,155537.068503056
1501,194516.825797473
1502,137669.732822452
1503,293081.611339547
1504,240134.236762036
1505,221620.173207958
1506,195734.267331696
1507,266115.990930049
1508,202862.621378058
1509,154238.016056946
1510,144350.73264659
1511,164309.169359682
1512,180100.623360522
1513,152491.229840642
1514,177519.343521779
1515,204265.495504026
1516,152333.339957302
1517,187266.286019786
1518,121774.606424578
1519,215513.915133121
1520,126940.47936955
1521,139833.78026198
1522,183114.051897391
1523,120886.039052306
1524,134262.397408177
1525,119490.091400934
1526,108903.302016301
1527,116589.866180889
1528,132634.321386212
1529,160857.599904534
1530,215378.675504953
1531,127281.636722826
1532,98260.7927086165
1533,168647.326840071
1534,124736.479697174
1535,159538.485326899
1536,94388.2104984458
1537,107679.36074394
1538,160040.239923121
1539,214503.18055707
1540,100090.853161633
1541,142186.869565514
1542,166204.162893354
1543,203438.706661741
1544,80670.336232297
1545,122860.628520367
1546,129210.542674544
1547,130234.709143897
1548,147641.99105365
1549,125210.902929397
1550,143116.152720212
1551,105011.446825769
1552,169962.883420918
1553,156268.575864025
1554,110716.604959673
1555,156855.58367246
1556,54071.21195178
1557,133071.201049886
1558,102866.275338054
1559,121796.720830086
1560,120888.126831454
1561,153958.277858288
1562,133557.100137341
1563,132545.204398779
1564,169110.635444522
1565,157833.052335333
1566,225064.561295714
1567,80614.1403744303
1568,228065.575090128
1569,158961.819554668
1570,129889.456247775
1571,94820.8090261595
1572,153546.413902146
1573,263086.420925709
1574,127957.129627729
1575,237019.806802642
1576,229051.583969638
1577,181870.478342779
1578,149167.503140926
1579,151375.743682502
1580,188950.971507415
1581,159143.357367869
1582,132919.73163033
1583,293179.53119569
1584,223811.005441624
1585,130990.716450832
1586,90243.1099185527
1587,102337.520495123
1588,155841.511383351
1589,109946.004167285
1590,124195.674099915
1591,99638.6888368493
1592,128194.184416055
1593,123378.074317936
1594,162253.889807813
1595,142433.505911522
1596,242470.46859566
1597,202632.964398644
1598,217406.484267905
1599,191933.970425778
1600,175413.217372796
1601,83951.8170593152
1602,129032.226798992
1603,42119.1589397754
1604,286740.415008365
1605,233999.863412845
1606,154826.806068757
1607,159099.042696553
1608,200085.681603589
1609,195651.025199047
1610,149257.30338753
1611,127201.726947606
1612,183209.393837728
1613,166982.761882908
1614,138876.828351128
1615,99691.8975858069
1616,75757.3073880747
1617,92268.6958873613
1618,138876.808383882
1619,145010.845649308
1620,161863.941155958
1621,133541.759113254
1622,148935.861262294
1623,255286.780357071
1624,200173.390762746
1625,111174.917583843
1626,165740.309912349
1627,190738.986454704
1628,276876.227637839
1629,177039.179157385
1630,360053.66419812
1631,257388.971334664
1632,251902.52094799
1633,161442.969535327
